transaction_id,transaction_date,transaction_amount,merchant_category,card_type,transaction_location,cardholder_age,cardholder_gender,transaction_description,account_balance,calander_income
636,19-07-2024,5373,Healthcare,Visa,Baishigou,68,Male,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.,23484,183310
637,24-08-2024,1879,Restaurant,MasterCard,Lashio,84,Female,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",12518,183858
638,12-12-2023,1468,Travel,Discover,Rouen,43,Male,Aenean auctor gravida sem.,98495,92230
639,27-10-2023,7446,Travel,Discover,Rana,52,Female,Sed ante. Vivamus tortor.,73673,116588
640,17-05-2024,7881,Travel,Visa,Paulínia,38,Male,Integer ac leo.,92708,190864
641,24-12-2023,7788,Entertainment,Discover,Zeleneč,53,Male,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",4454,43229
642,04-04-2024,6821,Groceries,Discover,Silver Spring,83,Female,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,39705,181965
643,01-04-2024,4225,Healthcare,Visa,Cruz das Almas,64,Male,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",44149,81917
644,15-10-2023,6743,Groceries,Visa,Zhifang,90,Genderqueer,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,82992,114687
645,02-12-2023,9743,Clothing,Amex,Iligan City,60,Non-binary,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",19399,118274
646,17-12-2023,6052,Groceries,Amex,Ar Rawnah,39,Male,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",84796,114306
647,12-01-2024,9542,Healthcare,Visa,Claresholm,38,Male,Vivamus vestibulum sagittis sapien.,63535,67631
648,05-10-2023,1775,Travel,MasterCard,Kumba,42,Male,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,32804,50816
649,27-08-2024,6029,Electronics,Amex,Banes,91,Female,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",26927,29551
650,12-01-2024,6549,Education,Amex,Mauloo,77,Male,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",46597,133700
651,31-03-2024,5323,Electronics,Visa,Newport News,55,Female,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",32569,187871
652,24-04-2024,4999,Entertainment,Amex,Longde Chengguanzhen,83,Male,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",8235,64311
653,18-02-2024,3304,Electronics,MasterCard,Olszyna,38,Female,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",59553,83070
654,23-05-2024,3181,Restaurant,MasterCard,Cournon-d'Auvergne,46,Female,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",94160,166755
655,25-04-2024,6307,Education,Amex,Ojos de Agua,81,Female,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",25019,112418
656,26-01-2024,9996,Restaurant,Visa,Santo Tomás,89,Male,Sed accumsan felis.,1258,142576
657,22-09-2023,7171,Clothing,Visa,Xinyang,46,Female,Nulla ut erat id mauris vulputate elementum.,72263,146406
658,09-10-2023,6482,Restaurant,Discover,Zmiennica,97,Female,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,35783,79865
659,29-01-2024,3564,Healthcare,Amex,Ningmute,31,Female,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",49675,83107
660,27-07-2024,200,Groceries,Amex,Povenets,87,Female,Sed ante. Vivamus tortor. Duis mattis egestas metus.,25837,31454
661,30-09-2023,1847,Education,MasterCard,Paratunka,69,Female,Duis bibendum. Morbi non quam nec dui luctus rutrum.,69868,142887
662,21-05-2024,6675,Groceries,Visa,Yangsa,70,Female,Donec posuere metus vitae ipsum. Aliquam non mauris.,36561,32590
663,08-06-2024,9455,Clothing,MasterCard,Gus’-Zheleznyy,55,Female,Duis mattis egestas metus.,15782,83292
664,22-05-2024,2085,Healthcare,Discover,Shangtian,45,Female,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,5492,72570
665,14-05-2024,2881,Restaurant,Amex,Ar Rubū‘,22,Male,Nulla facilisi.,89259,27480
666,13-03-2024,6851,Groceries,MasterCard,Wiphawadi,95,Male,Sed vel enim sit amet nunc viverra dapibus.,39015,126871
667,25-09-2023,221,Education,Amex,Mushie,20,Male,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",27394,148772
668,30-08-2024,466,Electronics,Discover,Vinkkilä,69,Female,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,72926,186355
669,06-05-2024,7388,Groceries,Visa,Shishan,19,Female,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",61846,69503
670,16-12-2023,1679,Groceries,Discover,Beit Jann,66,Female,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,71158,130379
671,20-06-2024,6291,Healthcare,Amex,Amieira do Tejo,68,Male,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",65938,93389
672,30-11-2023,6547,Entertainment,Amex,Qincheng,88,Female,Duis bibendum.,56559,118669
673,28-10-2023,5003,Clothing,MasterCard,Esik,43,Male,Fusce posuere felis sed lacus.,52337,147992
674,08-07-2024,1181,Clothing,Amex,Novyy Oskol,56,Male,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",27760,164994
675,18-12-2023,8548,Groceries,Discover,Huimin,52,Female,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,99144,117809
676,30-08-2024,5569,Electronics,Amex,Irecê,74,Male,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,87450,142826
677,16-12-2023,349,Entertainment,MasterCard,Panalingaan,76,Male,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,81779,57051
678,18-12-2023,6337,Entertainment,Visa,Dailekh,98,Female,Ut tellus.,79839,61671
679,05-04-2024,6027,Clothing,MasterCard,Matão,53,Male,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",90235,127804
680,03-02-2024,3314,Travel,MasterCard,Baume-les-Dames,56,Genderfluid,Nunc purus. Phasellus in felis. Donec semper sapien a libero.,5331,149877
681,21-02-2024,83,Entertainment,Visa,Melaka,57,Male,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,99340,140999
682,01-02-2024,1640,Groceries,Discover,Camgyai,62,Male,Ut tellus. Nulla ut erat id mauris vulputate elementum.,62093,110916
683,06-07-2024,3415,Restaurant,MasterCard,Toulouse,28,Female,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,53342,133852
684,18-09-2023,5016,Entertainment,Amex,Dawan,56,Genderfluid,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",16883,116684
685,21-09-2023,39,Education,Amex,Charleston,86,Male,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",81364,41248
686,11-03-2024,1483,Entertainment,Amex,Šmartno pri Litiji,70,Female,Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,2283,183198
687,21-02-2024,4619,Groceries,Discover,Chajarí,49,Male,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",64189,67038
688,28-07-2024,1226,Entertainment,Discover,Florencia,53,Female,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",32413,46985
689,25-09-2023,2800,Healthcare,Visa,Sangali,62,Female,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",98316,121665
690,02-06-2024,3785,Healthcare,MasterCard,Tancheng,73,Female,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",46100,87762
691,27-01-2024,8783,Travel,Visa,Coihaique,80,Male,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",33801,49843
692,08-02-2024,9445,Entertainment,MasterCard,La Rochelle,67,Male,Donec dapibus.,46210,149603
693,04-09-2024,7577,Education,Discover,Na Wa,98,Female,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,37754,96657
694,19-09-2023,2667,Travel,Amex,La Caleta Culebras,78,Female,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",5369,105000
695,04-02-2024,2814,Healthcare,MasterCard,Shanhe,95,Female,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,43500,164814
696,07-04-2024,5249,Entertainment,Visa,Shicong,27,Female,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",30658,63956
697,14-02-2024,3191,Clothing,Visa,Phú Túc,74,Polygender,Donec quis orci eget orci vehicula condimentum.,11120,38755
698,12-03-2024,8061,Travel,Amex,Langkaplancar,59,Female,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",74943,169340
699,08-01-2024,7684,Entertainment,MasterCard,Severo-Zadonsk,80,Female,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",38096,164005
700,18-09-2023,3754,Groceries,Discover,Princeton,79,Female,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,36667,42200
701,11-07-2024,7215,Travel,Visa,Qujiang,75,Male,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",10317,32354
702,18-12-2023,5273,Healthcare,Visa,Rychtal,71,Male,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",31268,162012
703,30-04-2024,296,Electronics,Amex,Wolomoni,34,Male,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",2752,50593
704,27-05-2024,2315,Healthcare,Visa,Јегуновце,20,Male,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,47721,43975
705,29-12-2023,460,Restaurant,Visa,La Guadalupe,86,Male,Nullam porttitor lacus at turpis.,91174,64517
706,30-08-2024,2184,Groceries,Amex,Markaz Bilād aţ Ţa‘ām,32,Male,Curabitur at ipsum ac tellus semper interdum.,16697,98036
707,29-05-2024,987,Education,MasterCard,Vermoim,41,Female,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",16957,86234
708,02-08-2024,4266,Electronics,Amex,Sydney,73,Male,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",23064,169148
709,19-11-2023,4633,Healthcare,Amex,Zhongshu,92,Male,Donec posuere metus vitae ipsum.,85348,78108
710,16-10-2023,506,Travel,Discover,Perm,60,Genderqueer,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,12979,140589
711,27-01-2024,7857,Education,Visa,Yanino Vtoroye,38,Female,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",20759,40323
712,20-11-2023,5910,Healthcare,MasterCard,Marcara,18,Male,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",71257,193308
713,28-03-2024,9837,Electronics,Amex,Francisco Villa,57,Female,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",28149,49749
714,13-06-2024,9613,Healthcare,Discover,Hengshui,37,Non-binary,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",61160,99206
715,13-10-2023,7669,Groceries,Visa,Imbituba,23,Male,Integer tincidunt ante vel ipsum.,55038,146015
716,10-11-2023,5540,Clothing,Visa,Ambilobe,64,Male,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",43282,103021
717,18-03-2024,4290,Travel,Visa,Lubaczów,34,Female,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",57938,130682
718,18-12-2023,6758,Entertainment,MasterCard,Fenkeng,56,Male,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",28095,27701
719,22-04-2024,7941,Electronics,MasterCard,Cigagade,36,Male,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,9722,199762
720,29-10-2023,8981,Healthcare,Visa,Jiuting,37,Female,In eleifend quam a odio. In hac habitasse platea dictumst.,52129,20393
721,20-01-2024,7879,Groceries,MasterCard,Tuupovaara,44,Female,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,23590,89261
722,17-05-2024,428,Healthcare,MasterCard,Envigado,100,Male,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",34996,69750
723,27-01-2024,9894,Restaurant,Discover,Kumane,49,Female,Nunc rhoncus dui vel sem. Sed sagittis.,5507,126860
724,09-02-2024,1417,Healthcare,Discover,Chambray-lès-Tours,38,Male,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,19141,168755
725,29-07-2024,4819,Travel,MasterCard,Kabalo,92,Male,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",71583,187080
726,01-07-2024,3048,Healthcare,Discover,Kebon,24,Bigender,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",22794,54780
727,22-02-2024,1875,Groceries,Discover,Zábřeh,89,Male,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",60528,182107
728,09-03-2024,7922,Electronics,Visa,Pokrovka,63,Female,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",67048,116282
729,16-08-2024,3154,Education,Discover,Hengxi,21,Male,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",32633,92148
730,17-06-2024,5681,Restaurant,MasterCard,Hikkaduwa,42,Non-binary,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,98192,25710
731,01-07-2024,2145,Travel,Visa,Pasinan Barat,80,Female,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,51403,123329
732,24-06-2024,1223,Travel,Visa,Enjitsu,84,Female,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,64578,162784
733,23-04-2024,8891,Travel,Amex,Quince Mil,20,Female,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",11691,191742
734,19-08-2024,1573,Groceries,Amex,Shazhenxi,84,Male,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",18379,188791
735,01-06-2024,1301,Clothing,Amex,Xinzhuang,65,Male,Vivamus vel nulla eget eros elementum pellentesque.,83356,21782
736,26-12-2023,6149,Entertainment,Discover,Khorugh,40,Male,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,78233,173495
737,09-08-2024,6247,Groceries,Visa,Shengze,93,Female,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",83192,100093
738,10-10-2023,7646,Restaurant,Visa,Longshan,55,Female,Aliquam non mauris. Morbi non lectus.,57461,80988
739,30-11-2023,9057,Groceries,Amex,Xinshi,95,Female,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,33854,42052
740,27-09-2023,7839,Groceries,Discover,Meishan,83,Male,Etiam pretium iaculis justo.,30498,97821
741,29-11-2023,2999,Travel,MasterCard,Goge,79,Female,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",77903,163729
742,25-02-2024,2440,Restaurant,MasterCard,Tiguion,68,Agender,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,96973,116044
743,16-01-2024,1723,Clothing,Amex,San Felipe,73,Female,In congue. Etiam justo. Etiam pretium iaculis justo.,49634,182280
744,16-04-2024,8527,Groceries,Discover,Stronie,60,Male,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",53299,158502
745,15-03-2024,9717,Entertainment,Visa,Tarui,34,Male,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",79742,76841
746,08-11-2023,8068,Healthcare,Discover,Washington,65,Female,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",67728,166694
747,22-04-2024,5130,Clothing,Discover,Gostilitsy,73,Male,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",32195,83600
748,21-03-2024,6535,Healthcare,MasterCard,Montecristi,55,Female,Fusce consequat. Nulla nisl.,64668,182350
749,15-01-2024,9855,Clothing,Discover,Jequié,38,Male,Morbi non quam nec dui luctus rutrum. Nulla tellus.,48405,50271
750,27-09-2023,655,Healthcare,Visa,Longquan,47,Male,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",81491,91288
751,03-02-2024,2906,Travel,Amex,Reims,60,Female,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",86367,49538
752,12-06-2024,2330,Electronics,Amex,Sulangan,74,Male,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",22381,76859
753,17-08-2024,4282,Entertainment,MasterCard,Ferreiras,18,Male,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",4363,142921
754,15-11-2023,6098,Healthcare,Visa,Shido,87,Male,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,65246,79717
755,27-03-2024,5668,Travel,Discover,Lizhuangzi,37,Male,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",32826,81280
756,03-04-2024,829,Healthcare,Visa,L-Iklin,41,Male,Aliquam erat volutpat. In congue. Etiam justo.,6516,139846
757,04-08-2024,653,Entertainment,MasterCard,Gryaznovskoye,68,Male,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",33384,87394
758,28-01-2024,2876,Education,Discover,Kantharalak,49,Female,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,40588,74534
759,30-01-2024,2349,Healthcare,Amex,Rubiataba,80,Male,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,21390,159093
760,22-09-2023,6724,Travel,Amex,Peñaflor,33,Male,Pellentesque at nulla.,70903,146911
761,04-01-2024,414,Education,MasterCard,Palca,34,Male,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.,64201,32517
762,03-08-2024,4086,Entertainment,Visa,Agualote,71,Male,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,36139,158039
763,24-06-2024,9506,Clothing,Visa,Leština,32,Female,Vivamus vestibulum sagittis sapien.,99152,94897
764,13-08-2024,856,Clothing,Discover,Cachoeira do Sul,61,Male,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,48010,144061
765,16-02-2024,2807,Entertainment,Discover,Baiyinnuole,59,Female,Duis bibendum. Morbi non quam nec dui luctus rutrum.,30756,195823
766,05-02-2024,5904,Education,Amex,Bojszowy Nowe,29,Female,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",30672,80270
767,28-10-2023,3859,Healthcare,Amex,Az Ziyārah,18,Female,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",35935,171682
768,17-07-2024,9864,Travel,Amex,Vazhiny,46,Female,Aenean sit amet justo.,95230,143975
769,20-10-2023,705,Healthcare,MasterCard,Matelândia,60,Male,Vestibulum ac est lacinia nisi venenatis tristique.,22962,135745
770,11-03-2024,2702,Healthcare,Discover,Fuchang,50,Female,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",22878,66382
771,14-05-2024,7815,Clothing,Discover,Calamba,80,Male,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",49433,42341
772,18-06-2024,3670,Entertainment,Amex,Tafo,46,Female,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",70351,92091
773,05-07-2024,3075,Restaurant,Amex,Brześć Kujawski,22,Female,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",47571,129382
774,27-10-2023,1010,Education,Discover,Hedian,30,Male,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",34862,66520
775,30-06-2024,5388,Restaurant,Visa,Zliv,52,Female,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",77439,66941
776,25-05-2024,6195,Electronics,Visa,Gavião,80,Male,Donec dapibus. Duis at velit eu est congue elementum.,66173,160244
777,02-01-2024,6481,Groceries,Amex,Dahu Satu,75,Female,Donec quis orci eget orci vehicula condimentum.,15699,119905
778,16-03-2024,3842,Education,MasterCard,Gotputuk,29,Male,Maecenas tincidunt lacus at velit.,72168,92917
779,12-09-2024,5994,Education,Amex,Rennes,55,Male,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",85030,154883
780,31-12-2023,9244,Travel,Discover,Sim,45,Genderqueer,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.,98575,185046
781,05-12-2023,5276,Travel,Visa,Apucarana,38,Male,Duis at velit eu est congue elementum.,48400,96108
782,10-05-2024,8230,Entertainment,MasterCard,Fort Worth,75,Male,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",58705,112273
783,23-11-2023,6584,Clothing,MasterCard,Banquero,26,Female,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,10267,130378
784,23-06-2024,8336,Groceries,MasterCard,Olszówka,71,Male,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",94103,111294
785,05-08-2024,2206,Healthcare,Discover,Bakuriani,32,Female,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",91250,64702
786,24-07-2024,2888,Education,Amex,28 de Noviembre,27,Bigender,In blandit ultrices enim.,37078,122424
787,25-02-2024,1666,Clothing,MasterCard,Žalec,66,Male,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,54462,128846
